"            # cores
params
",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
128x128,4.333502,2.587892,2.335185,1.594616,1.652558,1.928131,1.530946,1.092222,1.762294,1.497274,1.335296,1.2057,1.051435,1.067343,0.917068,0.700987,1.317159,1.316285,1.32004,1.284265,1.273702,1.165888,1.167712,1.14916,1.133903,1.012477,1.004344,1.027884,1.092377,1.112781,1.099257,1.005032,0.981701,0.973433,0.973109,0.97825,0.956934,0.966722,0.967242,0.955325,0.957247,0.969157,0.863047,0.864661,0.855582,0.860602,0.878321,0.869414,0.860007,0.857599,0.874494,0.837541,0.843131,0.827046,0.837453,1.061507,0.858127,0.861123,0.867006,0.861922,0.858313,0.94653,0.853929,0.766991,0.758665,0.744326,0.742245,0.738007,0.745822,0.754595,0.741641,0.742491,0.733838,0.838571,0.75358,0.746751,0.751201,0.733346,0.739746,1.097987,0.745592,0.749041,0.748184,0.847485,0.75126,0.841075,0.754001,0.744728,0.83496,0.7375,0.760127,0.850494,0.734192,0.745558,0.75723,0.743633,0.77571,0.88065,0.770121,0.744057,0.848152,0.74509,0.853638,0.737023,0.747935,0.83252,0.750128,0.761671,0.763226,0.740858,0.847825,0.851103
256x256,44.163752,23.760312,15.555312,10.394106,10.680286,9.352808,9.260343,6.642511,8.110278,7.038619,8.245568,7.793556,6.618106,6.311811,5.964212,4.457604,7.155289,7.086825,6.517568,6.088712,5.874467,5.39594,5.376179,4.801621,4.720813,4.339584,4.252356,4.301216,3.91845,4.002184,3.952217,3.236047,5.356697,5.422002,5.360093,5.408947,5.428236,5.331019,5.310777,5.294556,5.311106,5.366074,4.90103,4.883634,4.857159,4.860762,4.848431,4.793807,4.820195,4.793764,4.602277,4.448335,4.310978,4.34837,4.287309,4.316802,4.256067,4.307199,4.25116,4.233351,4.291943,4.325029,4.252682,3.870398,3.797968,3.794307,3.749156,3.876378,3.763941,3.891634,3.760102,3.7411,3.739949,3.758702,3.774527,3.780068,3.716799,3.735037,3.711784,3.711397,3.702181,3.713145,3.713734,3.802529,3.39827,3.272043,3.244578,3.319973,3.323049,3.257058,3.23594,3.218185,3.239929,3.234832,3.259549,3.251204,3.330315,3.28937,3.348252,3.213147,3.335343,3.309211,3.298009,3.320353,3.565116,3.250816,3.216547,3.210655,3.237166,3.229596,3.219191,3.346317
1024x1024,253.721493,98.611128,83.813976,53.951373,54.394934,44.16224,39.131635,33.847743,30.785724,36.531807,33.164625,30.080781,27.577888,23.775587,26.292978,19.711194,24.773403,20.805282,25.083069,22.456356,22.204959,23.968946,24.184744,21.419869,21.895525,24.285727,25.223498,23.778812,21.586088,20.082974,17.834112,15.760374,19.3199,18.754697,17.374611,14.954901,14.119156,13.067809,13.558346,12.289414,11.252962,11.097034,10.304831,12.645909,13.175062,13.064856,13.075339,12.674571,11.427391,11.226076,11.122694,10.751815,11.000063,9.955791,9.86854,10.02689,8.859422,8.829604,8.796461,8.545063,8.036082,8.094993,7.869652,6.824803,10.340189,10.046403,10.326333,10.093702,10.102136,9.906013,9.766836,10.137081,9.486616,8.895579,8.876614,9.169897,8.860527,9.099895,9.190774,8.92381,9.241751,8.656661,8.8007,8.836036,8.268779,8.203403,8.303237,7.985502,8.254905,7.794437,8.007901,7.773688,7.465499,7.701808,7.509313,7.565286,7.428312,7.041983,7.208713,7.741232,7.304911,6.558708,6.493293,6.529618,6.584431,6.459451,6.434398,6.56567,6.58402,6.552031,6.453832,6.437911
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128x128 speedup,1,1.674529694,1.855742479,2.717583418,2.62229949,2.247514303,2.830604084,3.967601825,2.459011947,2.894261171,3.245349346,3.594179315,4.121512029,4.060083778,4.725387867,6.182000522,3.290037118,3.292221669,3.28285658,3.374305147,3.402288761,3.716911058,3.711105136,3.771017091,3.82175724,4.280099202,4.314758688,4.215944601,3.967038852,3.894299058,3.942210056,4.311804997,4.414278889,4.451772233,4.453254466,4.429851265,4.528527568,4.482676509,4.480266572,4.536154712,4.527046833,4.471413816,5.021165707,5.011793061,5.064975654,5.035431012,4.933847648,4.984394086,5.0389148,5.053063262,4.955439374,5.174077448,5.13977306,5.239735154,5.174621143,4.082405486,5.049954144,5.032384456,4.998237613,5.027719446,5.048859798,4.57830391,5.074780222,5.650003716,5.712009912,5.822048404,5.838371427,5.871898234,5.810370303,5.742818333,5.843126257,5.836437075,5.905257019,5.167722232,5.750553359,5.803141877,5.768764951,5.909218841,5.858094535,3.946769862,5.812162684,5.785400265,5.792027095,5.113367198,5.768311903,5.152337188,5.74734251,5.818905694,5.190071381,5.875934915,5.701023645,5.095276392,5.902409724,5.812427739,5.722834542,5.827474036,5.586497531,4.92079941,5.627040426,5.824153257,5.109345966,5.816078595,5.076510183,5.87973781,5.793955357,5.205282756,5.777016722,5.689466975,5.67787523,5.849301756,5.111316604,5.091630508
256x256 speedup,1,1.858719364,2.839142796,4.248922611,4.135072038,4.721977827,4.769127018,6.648653198,5.445405447,6.274491061,5.356059401,5.666701054,6.673170844,6.997001653,7.404792452,9.907509056,6.172182843,6.231810719,6.776109125,7.253381668,7.517916434,8.184626219,8.214710113,9.197675535,9.35511574,10.17695521,10.38571371,10.26773638,11.2707198,11.03491294,11.17442489,13.64743837,8.244586543,8.145285081,8.239363011,8.164944489,8.135930715,8.284298368,8.31587393,8.341351381,8.315358797,8.230179457,9.011116439,9.04321495,9.092506957,9.085767211,9.108875015,9.212667928,9.162233478,9.212750565,9.5960656,9.928153343,10.24448559,10.1563924,10.30104245,10.23066427,10.37665807,10.25347378,10.38863557,10.43233883,10.28992044,10.21120367,10.38491756,11.41064872,11.62825806,11.63947778,11.77965174,11.39304578,11.73338052,11.34838271,11.7453601,11.80501778,11.80865087,11.74973488,11.7004732,11.6833221,11.88220079,11.82418059,11.89825486,11.89949553,11.92911746,11.89389372,11.89200734,11.61431037,12.99595147,13.49730184,13.61155503,13.30244312,13.29012964,13.55939992,13.64788964,13.72318621,13.63108636,13.65256434,13.54903761,13.58381449,13.26113356,13.4262038,13.19009202,13.74470325,13.24114252,13.34570446,13.39103441,13.30092072,12.38774615,13.58543578,13.73017463,13.75537141,13.64272082,13.67469863,13.7188977,13.19771916
1024x1024 speedup,1,2.572949911,3.02719791,4.702781021,4.664432408,5.7452134,6.483794838,7.495964886,8.241530815,6.945221544,7.650365201,8.434671061,9.200178527,10.6715133,9.649781512,12.87194946,10.24168916,12.19505186,10.11524917,11.29842673,11.42634368,10.58542553,10.49097286,11.84514681,11.58782413,10.44735012,10.05893366,10.67006598,11.75393582,12.63366138,14.22675225,16.09869747,13.13265043,13.528424,14.6030028,16.9657755,17.97001839,19.41576381,18.71330714,20.64553224,22.5470852,22.86390156,24.62160641,20.06352355,19.25770771,19.42015228,19.4045824,20.01815233,22.20292392,22.60108456,22.81115465,23.59801513,23.06545817,25.48481512,25.71013473,25.30410656,28.63860566,28.73531961,28.84358755,29.69217348,31.57278547,31.34301574,32.24049717,37.17638341,24.53741348,25.25495872,24.57033809,25.1366142,25.11562832,25.61287705,25.97785946,25.0290486,26.74520535,28.52220108,28.58313913,27.66895779,28.63503412,27.88180446,27.60610728,28.43196942,27.45383348,29.30939458,28.82969457,28.71440236,30.68427551,30.92881003,30.55693737,31.77276682,30.73584651,32.55161252,31.68389482,32.63849707,33.98587194,32.94310803,33.78757724,33.53759435,34.1560092,36.02983606,35.19650359,32.7753377,34.73300263,38.68467585,39.07439461,38.85701935,38.53354876,39.27911103,39.43204834,38.64365602,38.53595417,38.72409837,39.31330921,39.4105313
